"","gene","vP0_1","vP0_2","vP4_1","vP4_2","vP7_1","vP7_2","vAd_1","vAd_2"
"414","ENSMUSG00000103482.2",0,0,0,0,1,0,0,0
"415","ENSMUSG00000104498.2",0,0,0,0,0,0,0,0
"416","ENSMUSG00000104313.2",0,0,0,0,0,0,0,0
"417","ENSMUSG00000102865.2",0,0,0,0,0,0,0,0
"418","ENSMUSG00000102321.2",1,1,0,0,0,0,0,0
"419","ENSMUSG00000091318.3",0,0,0,0,0,0,0,1
"420","ENSMUSG00000089489.3",0,0,0,0,0,0,0,0
"421","ENSMUSG00000104433.2",0,0,0,0,0,0,0,0
"422","ENSMUSG00002076392.1",0,0,0,0,0,0,0,0
"423","ENSMUSG00000102926.2",0,0,0,0,0,0,0,0
"424","ENSMUSG00000100497.2",0,0,0,0,0,0,0,0
"425","ENSMUSG00000102917.2",0,0,0,0,0,0,0,0
"426","ENSMUSG00000100481.2",1,0,0,2,0,0,1,1
"427","ENSMUSG00000100590.2",0,0,0,0,0,0,0,0
"428","ENSMUSG00000088750.3",0,0,0,0,0,0,0,0
"429","ENSMUSG00000104230.2",0,0,0,0,0,0,0,0
"430","ENSMUSG00000101754.3",0,0,0,0,0,0,0,0
"431","ENSMUSG00000065223.4",0,0,0,0,0,0,0,0
"432","ENSMUSG00000100318.3",0,0,0,0,0,0,0,0
"433","ENSMUSG00000101612.3",0,4,9,0,3,4,3,1
"434","ENSMUSG00000065260.3",0,0,0,0,0,0,0,0
"435","ENSMUSG00000026134.12",130,156,142,180,75,74,38,30
"436","ENSMUSG00000101682.2",6,1,0,0,0,0,0,0
"437","ENSMUSG00000102714.2",3,5,3,4,4,3,1,1
"438","ENSMUSG00000102093.2",0,0,0,0,0,0,0,0
"439","ENSMUSG00000103746.2",6,3,7,6,3,1,0,1
"440","ENSMUSG00000102198.2",0,1,0,1,0,0,0,0
"441","ENSMUSG00000004768.15",318,349,474,535,299,313,193,200
"442","ENSMUSG00000042215.9",820,847,725,892,544,533,910,793
"443","ENSMUSG00000103072.2",3,0,4,0,3,3,2,0
"444","ENSMUSG00000042197.14",727,848,763,852,514,474,403,377
"445","ENSMUSG00000081402.5",3,2,2,1,2,0,0,1
"446","ENSMUSG00000042182.17",78,54,65,78,26,20,15,22
"447","ENSMUSG00000104416.2",0,2,0,1,0,0,0,3
"448","ENSMUSG00000026131.21",9215,12304,13462,14402,11347,10806,23083,17709
"449","ENSMUSG00000103596.2",1,2,2,2,1,0,0,0
"450","ENSMUSG00000099382.2",0,0,0,0,0,0,0,0
"451","ENSMUSG00000084506.3",0,0,0,0,0,0,0,0
"452","ENSMUSG00000103364.2",28,24,39,29,18,14,16,8
"453","ENSMUSG00000105982.3",0,0,0,0,0,0,0,0
"454","ENSMUSG00000096992.4",12,14,13,17,13,17,18,8
"455","ENSMUSG00000103001.2",0,3,2,2,0,0,0,0
"456","ENSMUSG00000104397.2",0,0,0,0,0,0,0,0
"457","ENSMUSG00000102839.2",0,0,0,0,0,0,0,0
"458","ENSMUSG00000101206.2",0,1,0,0,0,0,0,0
"459","ENSMUSG00000101462.3",9,15,11,10,0,2,6,5
"460","ENSMUSG00000102336.2",88,122,55,79,22,29,27,23
"461","ENSMUSG00000092852.3",0,0,0,0,0,0,0,0
"462","ENSMUSG00000042111.10",309,345,243,301,181,216,276,222
"463","ENSMUSG00000101711.2",2,1,0,1,0,0,1,1
"464","ENSMUSG00000026127.14",607,594,537,639,332,300,388,387
"465","ENSMUSG00000026126.16",46,61,59,56,48,48,54,53
"466","ENSMUSG00000100280.3",8,7,7,8,1,7,5,3
"467","ENSMUSG00000101223.7",0,2,1,0,1,1,1,0
"468","ENSMUSG00000026125.10",0,0,0,0,0,0,1,1
"469","ENSMUSG00000101116.2",0,0,0,0,0,0,0,0
"470","ENSMUSG00000026124.5",1,0,0,0,0,0,0,0
"471","ENSMUSG00000101803.2",0,0,0,0,0,0,0,0
"472","ENSMUSG00000037529.14",0,0,0,0,0,0,0,0
"473","ENSMUSG00000045815.5",0,0,0,0,0,0,0,0
"474","ENSMUSG00000045174.11",0,0,0,0,0,0,0,0
"475","ENSMUSG00000100524.2",0,0,0,0,0,0,0,0
"476","ENSMUSG00000102499.2",0,0,0,0,0,0,0,0
"477","ENSMUSG00000103521.2",0,0,0,0,0,0,0,0
"478","ENSMUSG00000104098.2",0,0,0,0,0,0,0,0
"479","ENSMUSG00000037509.22",73,96,28,42,18,15,5,8
"480","ENSMUSG00000102537.2",0,0,0,0,0,0,0,0
"481","ENSMUSG00000102612.2",0,0,0,0,0,0,0,0
"482","ENSMUSG00000118272.2",0,0,0,0,0,0,0,0
"483","ENSMUSG00000104002.3",7,14,17,15,6,13,1,4
"484","ENSMUSG00000037503.13",2636,2606,2137,2489,1331,1498,1525,1307
"485","ENSMUSG00000104358.2",19,25,10,25,9,15,9,2
"486","ENSMUSG00000026123.12",1322,1337,1536,1331,802,858,2821,2723
"487","ENSMUSG00000103716.2",0,0,1,1,0,0,0,0
"488","ENSMUSG00000103548.2",1,0,2,0,0,1,0,0
"489","ENSMUSG00000103760.2",0,0,0,0,0,0,0,1
"490","ENSMUSG00000103997.2",0,0,0,0,0,0,0,0
"491","ENSMUSG00000077231.3",0,0,0,0,0,0,0,0
"492","ENSMUSG00000104417.2",0,0,0,0,0,0,0,0
"493","ENSMUSG00000064601.3",0,0,0,0,0,0,0,0
"494","ENSMUSG00000101714.2",0,0,0,0,0,0,0,0
"495","ENSMUSG00000102531.2",4,4,13,5,6,5,2,0
"496","ENSMUSG00000103096.2",0,0,0,0,0,0,0,0
"497","ENSMUSG00000102279.2",0,0,0,0,0,0,0,0
"498","ENSMUSG00000103708.2",0,0,2,0,1,0,0,0
"499","ENSMUSG00000104201.2",0,0,0,0,0,0,0,0
"500","ENSMUSG00000102434.2",0,1,0,0,0,0,0,0
"501","ENSMUSG00000045216.8",1000,1079,953,1006,614,641,618,489
"502","ENSMUSG00000104523.2",0,0,0,0,0,0,0,0
"503","ENSMUSG00000102202.2",5,7,1,9,2,1,3,5
"504","ENSMUSG00000037470.15",1594,1668,1494,1781,981,1043,1566,1330
"505","ENSMUSG00000098752.3",0,0,0,0,0,0,0,0
"506","ENSMUSG00000047180.9",142,95,107,120,91,67,110,89
"507","ENSMUSG00000037447.17",185,183,143,213,153,139,125,134
"508","ENSMUSG00000102762.2",5,3,4,3,1,3,2,0
"509","ENSMUSG00000010453.13",1915,2075,1629,1828,1087,1079,1454,1277
"510","ENSMUSG00000098680.3",0,0,0,0,0,0,0,0
"511","ENSMUSG00000037432.16",97,82,78,80,58,56,104,118
"512","ENSMUSG00000001143.14",635,610,487,590,360,261,636,583
"513","ENSMUSG00000037408.11",152,131,127,143,101,89,134,137
"514","ENSMUSG00000104316.2",0,1,0,0,0,0,0,0
"515","ENSMUSG00002075980.1",0,0,0,0,0,0,0,0
"516","ENSMUSG00000001138.14",673,693,493,530,273,262,284,245
"517","ENSMUSG00000102845.2",0,0,0,0,0,0,0,0
"518","ENSMUSG00000067653.13",170,145,417,609,567,546,1314,1299
"519","ENSMUSG00000109510.2",1,0,0,0,0,0,0,0
"520","ENSMUSG00000079610.10",229,227,215,246,105,106,110,91
"521","ENSMUSG00000026121.14",664,622,530,699,412,399,316,288
"522","ENSMUSG00000087589.4",84,69,57,70,43,36,23,30
"523","ENSMUSG00000046337.18",1,8,7,6,7,6,5,7
"524","ENSMUSG00000089906.2",0,0,0,1,0,0,0,0
"525","ENSMUSG00002075377.1",0,0,0,0,0,0,0,0
"526","ENSMUSG00000061518.12",6883,6942,7745,8897,5882,5471,8578,8059
"527","ENSMUSG00000037351.10",2195,2122,2125,2338,1431,1395,1952,1594
"528","ENSMUSG00000102416.5",1,1,0,2,1,0,1,2
"529","ENSMUSG00000104237.2",0,0,0,0,0,0,0,0
"530","ENSMUSG00000026117.11",3,1,1,2,1,1,0,1
"531","ENSMUSG00000097291.2",0,0,0,0,0,0,0,0
"532","ENSMUSG00000026116.12",1694,1965,1670,1999,1320,1149,1559,1105
"533","ENSMUSG00000103016.2",0,0,2,0,0,0,0,0
"534","ENSMUSG00000102930.2",4,2,5,3,0,0,1,2
"535","ENSMUSG00000103159.2",2,8,8,1,4,4,1,1
"536","ENSMUSG00000080054.4",4,0,1,0,0,0,0,2
"537","ENSMUSG00000119706.1",0,0,0,0,0,0,0,0
"538","ENSMUSG00000050122.20",2,3,4,1,5,2,1,0
"539","ENSMUSG00000103603.2",0,0,0,0,0,0,0,0
"540","ENSMUSG00000026114.15",0,0,7,5,9,2,18,10
"541","ENSMUSG00000102231.2",0,0,0,0,0,0,0,0
"542","ENSMUSG00000026113.18",602,609,557,588,401,398,659,543
"543","ENSMUSG00000086064.2",1,0,0,2,0,0,2,1
"544","ENSMUSG00000102879.2",0,1,1,1,3,0,0,1
"545","ENSMUSG00000026112.8",2834,2721,2833,2849,1737,1742,3898,3424
"546","ENSMUSG00000026111.16",341,258,269,296,152,224,272,265
"547","ENSMUSG00000026110.16",376,445,451,590,354,335,586,362
"548","ENSMUSG00000103948.2",0,4,3,5,3,6,1,1
"549","ENSMUSG00000087233.2",2,0,1,3,3,2,1,0
"550","ENSMUSG00000026090.17",27,41,18,33,9,6,22,7
"551","ENSMUSG00000089767.2",0,0,1,1,0,0,0,0
"552","ENSMUSG00000104365.2",0,0,0,0,0,1,0,0
"553","ENSMUSG00000102650.2",0,0,0,0,0,0,0,0
"554","ENSMUSG00000060771.16",114,184,105,120,87,65,92,96
"555","ENSMUSG00000097268.2",0,0,0,0,0,0,0,0
"556","ENSMUSG00000037216.6",106,97,113,103,68,54,108,97
"557","ENSMUSG00000026088.16",71,104,93,106,60,66,47,48
"558","ENSMUSG00000026087.12",1041,1202,1208,1335,812,973,1807,1772
"559","ENSMUSG00000061584.7",0,0,0,0,0,0,0,0
"560","ENSMUSG00000087374.2",0,0,0,0,0,0,0,0
"561","ENSMUSG00000026085.12",0,0,0,0,0,0,0,0
"562","ENSMUSG00002076708.1",0,0,0,0,0,0,0,0
"563","ENSMUSG00000058407.13",733,961,645,727,437,433,655,568
"564","ENSMUSG00000026083.13",1631,3540,2706,2984,2053,2009,3430,2883
"565","ENSMUSG00000026082.12",366,458,382,409,241,247,349,269
"566","ENSMUSG00000103804.2",5,10,8,8,5,7,6,1
"567","ENSMUSG00000102716.2",0,0,0,0,0,0,0,0
"568","ENSMUSG00000037138.19",152,159,143,216,131,120,55,83
"569","ENSMUSG00000085391.2",1,1,0,0,0,2,1,2
"570","ENSMUSG00000085280.2",2,1,2,0,2,0,1,0
"571","ENSMUSG00000087131.8",2,0,1,1,0,1,1,0
"572","ENSMUSG00000102984.2",1,0,0,0,0,0,0,0
"573","ENSMUSG00000102541.2",0,0,0,0,0,0,0,0
"574","ENSMUSG00000103531.2",0,0,0,0,0,0,0,0
"575","ENSMUSG00000048814.12",148,132,117,131,76,78,111,103
"576","ENSMUSG00000026080.14",18,29,21,29,15,15,17,5
"577","ENSMUSG00000103647.2",0,0,0,1,0,0,0,0
"578","ENSMUSG00000102447.2",0,0,0,0,0,0,0,0
"579","ENSMUSG00000067604.9",0,0,0,0,0,0,0,0
"580","ENSMUSG00000026078.11",878,966,662,839,498,569,812,671
"581","ENSMUSG00000103046.2",51,34,28,37,40,31,12,8
"582","ENSMUSG00000104188.2",0,0,0,0,0,0,0,1
"583","ENSMUSG00000103182.2",0,0,0,0,0,0,0,0
"584","ENSMUSG00000098833.3",0,0,0,0,0,0,0,0
"585","ENSMUSG00000026077.16",309,327,227,348,141,173,17,33
"586","ENSMUSG00000092553.2",0,2,4,0,1,0,0,1
"587","ENSMUSG00000092563.2",5,5,5,3,1,2,2,2
"588","ENSMUSG00000073702.12",746,640,569,649,326,413,378,349
"589","ENSMUSG00000003134.11",420,446,321,345,177,169,185,129
"590","ENSMUSG00000102607.2",3,1,1,0,1,0,0,0
"591","ENSMUSG00000065629.4",0,0,0,0,0,0,0,0
"592","ENSMUSG00002076218.1",0,0,0,0,0,0,0,0
"593","ENSMUSG00000003135.16",550,536,436,488,308,290,362,372
"594","ENSMUSG00000085894.2",15,15,29,15,6,10,7,9
"595","ENSMUSG00000077704.3",1,3,6,3,1,1,1,0
"596","ENSMUSG00000048234.14",241,261,174,207,128,131,92,142
"597","ENSMUSG00000064936.3",1,2,0,1,1,0,0,0
"598","ENSMUSG00000102471.2",0,1,0,0,0,0,0,0
"599","ENSMUSG00000050967.6",2,1,0,0,0,1,1,0
"600","ENSMUSG00000097083.2",0,0,0,0,0,0,0,0
"601","ENSMUSG00000057173.9",13,12,10,7,1,8,2,0
"602","ENSMUSG00000091937.4",49,52,86,103,53,46,88,53
"603","ENSMUSG00000101634.7",0,0,2,0,0,0,2,3
"604","ENSMUSG00000026074.16",5921,6476,6156,7027,4593,4567,4341,3457
"605","ENSMUSG00000102985.2",0,0,0,0,0,0,0,0
"606","ENSMUSG00000026073.14",4,0,0,0,0,0,0,2
"607","ENSMUSG00000097899.3",0,1,1,1,1,1,0,1
"608","ENSMUSG00000102975.2",0,0,0,0,0,0,0,0
"609","ENSMUSG00000026072.13",385,359,265,363,223,175,330,296
"610","ENSMUSG00000103560.2",6,6,4,2,4,4,1,2
"611","ENSMUSG00000070942.9",188,163,182,236,153,134,48,36
"612","ENSMUSG00000103230.2",1,2,8,6,7,4,2,0
"613","ENSMUSG00000026069.16",16,15,9,15,18,7,17,14
"614","ENSMUSG00000026070.16",59,48,34,27,29,25,37,31
"615","ENSMUSG00000026068.12",10,8,6,4,1,3,4,4
"616","ENSMUSG00000104441.2",0,0,0,0,0,0,0,0
"617","ENSMUSG00000026065.9",1,2,0,1,1,0,2,0
"618","ENSMUSG00000102676.2",0,2,1,3,4,0,28,2
"619","ENSMUSG00000026062.13",49,25,33,52,44,38,73,37
"620","ENSMUSG00000103679.2",0,0,0,0,1,0,0,0
"621","ENSMUSG00000103270.2",0,2,0,1,0,0,0,0
"622","ENSMUSG00000041945.13",11,10,3,12,1,9,7,3
"623","ENSMUSG00000079588.4",2218,2438,2366,2596,1633,1612,3977,3735
"624","ENSMUSG00000094136.3",0,0,1,0,0,0,0,0
"625","ENSMUSG00000104072.2",0,0,0,0,0,0,0,0
"626","ENSMUSG00000100185.2",0,0,0,0,0,0,0,0
"627","ENSMUSG00000100832.2",0,0,0,0,0,0,0,0
"628","ENSMUSG00000100178.2",0,1,0,0,0,0,0,0
"629","ENSMUSG00000101877.2",0,0,0,1,0,0,0,0
"630","ENSMUSG00000053640.3",0,0,0,2,0,0,0,0
"631","ENSMUSG00000101919.2",0,0,0,0,0,0,0,0
"632","ENSMUSG00000101299.3",0,0,0,0,0,0,0,0
"633","ENSMUSG00000100180.2",0,0,0,0,0,0,0,0
"634","ENSMUSG00000103106.2",1,0,0,0,0,0,0,0
"635","ENSMUSG00000060424.15",0,0,1,0,0,0,0,0
"636","ENSMUSG00000104199.2",0,0,0,0,0,0,0,0
"637","ENSMUSG00000045515.5",5,3,1,0,1,0,0,0
"638","ENSMUSG00000093436.7",0,0,0,0,0,0,0,0
"639","ENSMUSG00000097063.4",0,0,0,0,0,0,0,0
"640","ENSMUSG00000099784.2",0,0,0,0,0,0,0,0
"641","ENSMUSG00000060679.15",1329,1467,1345,1494,949,895,1506,1388
"642","ENSMUSG00000077448.3",0,0,0,0,1,0,0,0
"643","ENSMUSG00000041907.10",5,8,6,6,4,5,4,0
"644","ENSMUSG00002075628.1",0,0,0,0,0,0,0,0
"645","ENSMUSG00000070939.10",641,676,538,649,406,385,600,447
"646","ENSMUSG00000100269.2",0,0,0,0,0,0,0,0
"647","ENSMUSG00000041878.4",4,5,3,1,1,2,3,4
"648","ENSMUSG00000010290.8",486,515,417,468,327,301,640,623
"649","ENSMUSG00000008136.15",8577,8798,11833,9757,9029,10089,31723,32176
"650","ENSMUSG00000094497.2",158,148,114,142,87,134,41,40
"651","ENSMUSG00000099576.2",13,18,21,16,64,22,59,14
"652","ENSMUSG00000099694.2",2,0,0,0,0,0,2,0
"653","ENSMUSG00000101923.2",0,0,1,0,0,0,0,0
"654","ENSMUSG00000066877.12",628,656,524,667,384,395,214,241
"655","ENSMUSG00000103422.2",1,3,0,1,5,2,2,0
"656","ENSMUSG00000103945.2",19,26,18,26,21,21,10,5
"657","ENSMUSG00000026051.9",26,13,14,14,10,14,14,3
"658","ENSMUSG00000100764.2",2,1,0,1,0,2,1,3
"659","ENSMUSG00000100635.2",1,0,0,1,0,0,1,0
"660","ENSMUSG00000100480.2",1,1,0,3,1,0,4,0
"661","ENSMUSG00000057363.13",194,196,242,260,143,168,221,199
"662","ENSMUSG00000090243.2",2,1,1,0,0,2,0,0
"663","ENSMUSG00000100701.2",26,8,11,9,10,7,16,24
"664","ENSMUSG00000101395.2",0,0,0,0,0,0,0,0
"665","ENSMUSG00000088848.3",0,0,0,0,0,0,0,0
"666","ENSMUSG00002075225.1",0,0,0,0,0,0,0,0
"667","ENSMUSG00000041763.15",1203,1705,1329,1528,961,904,1467,1301
"668","ENSMUSG00000047343.5",1,13,7,6,0,2,9,1
"669","ENSMUSG00000090106.2",0,0,0,0,0,0,0,0
"670","ENSMUSG00000091844.3",0,0,2,3,1,1,1,0
"671","ENSMUSG00000026049.12",96,94,90,107,53,65,49,42
"672","ENSMUSG00000101104.7",0,0,0,0,0,0,0,0
"673","ENSMUSG00000026047.14",417,535,428,491,260,271,363,349
"674","ENSMUSG00000041684.12",347,335,257,297,174,180,214,250
"675","ENSMUSG00000026048.17",458,540,529,496,292,315,533,430
"676","ENSMUSG00000046828.4",4,6,3,0,1,0,23,15
"677","ENSMUSG00000089703.2",0,0,0,0,0,0,2,1
"678","ENSMUSG00000100966.2",0,0,0,0,0,0,0,0
"679","ENSMUSG00000100769.2",0,0,0,0,0,0,0,0
"680","ENSMUSG00000101567.2",3,0,0,1,1,3,0,1
"681","ENSMUSG00000056870.10",120,168,128,165,104,98,98,66
"682","ENSMUSG00000102319.2",6,5,15,10,7,14,6,1
"683","ENSMUSG00000089877.2",4,0,1,3,3,2,1,1
"684","ENSMUSG00000101701.2",1,1,0,1,0,1,0,0
"685","ENSMUSG00000103071.2",0,1,0,0,0,1,0,0
"686","ENSMUSG00000100434.2",0,0,0,0,0,0,0,0
"687","ENSMUSG00000100013.2",0,0,0,0,0,0,0,0
"688","ENSMUSG00000101251.2",0,0,0,0,0,0,1,0
"689","ENSMUSG00000101937.2",0,0,0,0,0,0,0,2
"690","ENSMUSG00000026043.19",45001,35743,53318,61950,47538,43204,9151,7195
"691","ENSMUSG00002074901.1",0,0,0,0,0,0,0,0
"692","ENSMUSG00000026042.17",3999,4096,4084,5067,2920,2649,932,748
"693","ENSMUSG00000104476.2",16,10,13,18,11,9,5,3
"694","ENSMUSG00000100218.2",0,0,0,0,0,0,0,0
"695","ENSMUSG00000100361.2",0,0,0,0,0,0,0,0
"696","ENSMUSG00000100894.2",0,1,0,0,0,0,0,0
"697","ENSMUSG00000119267.1",0,0,0,0,0,0,0,0
"698","ENSMUSG00000065255.3",0,0,0,0,0,0,0,0
"699","ENSMUSG00000100843.2",0,0,0,0,0,0,0,0
"700","ENSMUSG00000087764.3",0,0,0,0,0,0,0,0
"701","ENSMUSG00000025995.17",401,542,355,448,211,244,306,268
"702","ENSMUSG00000099850.2",0,0,0,0,0,0,1,0
"703","ENSMUSG00000084817.4",25,23,23,20,10,16,7,4
"704","ENSMUSG00000098549.3",0,0,0,1,1,1,0,0
"705","ENSMUSG00000099381.2",0,0,0,0,0,0,0,0
"706","ENSMUSG00000025993.11",300,370,261,282,142,173,61,70
"707","ENSMUSG00000099946.2",0,0,0,0,0,0,0,0
"708","ENSMUSG00000070896.3",0,0,0,1,1,0,0,1
"709","ENSMUSG00000090682.5",0,0,0,0,0,0,0,0
"710","ENSMUSG00000044457.9",0,0,0,0,0,0,0,0
"711","ENSMUSG00000099432.2",0,0,0,0,0,0,1,0
"712","ENSMUSG00000041144.13",55,83,34,33,13,18,4,2
"713","ENSMUSG00000119743.1",0,0,0,0,0,0,0,0
"714","ENSMUSG00000101262.2",3,2,5,1,0,1,3,3
"715","ENSMUSG00000101337.7",2,6,4,3,1,3,1,1
"716","ENSMUSG00000025986.7",664,821,684,829,401,396,291,266
"717","ENSMUSG00000100213.2",14,17,8,8,10,8,16,11
"718","ENSMUSG00000103129.2",0,0,0,0,0,0,0,0
"719","ENSMUSG00000100160.2",1,0,0,0,0,0,0,0
"720","ENSMUSG00000101921.2",0,0,0,0,0,0,0,0
"721","ENSMUSG00000101447.2",0,0,0,0,0,0,0,0
"722","ENSMUSG00000081185.2",0,0,0,1,1,0,1,0
"723","ENSMUSG00000103246.2",0,0,0,0,0,0,0,0
"724","ENSMUSG00000098876.3",0,0,0,0,0,0,0,0
"725","ENSMUSG00000100530.2",0,0,0,0,0,0,0,0
"726","ENSMUSG00000104067.2",0,0,0,0,0,0,0,0
"727","ENSMUSG00000100033.2",4,1,2,1,2,5,2,1
"728","ENSMUSG00002075213.1",1,0,0,0,0,0,0,0
"729","ENSMUSG00002076633.1",0,0,0,0,0,0,0,0
"730","ENSMUSG00000101996.2",0,0,0,0,0,0,0,0
"731","ENSMUSG00000096973.2",0,1,0,1,0,0,0,1
"732","ENSMUSG00000064943.3",0,0,0,0,0,0,0,0
"733","ENSMUSG00000100866.2",0,0,0,0,0,0,0,0
"734","ENSMUSG00000101721.2",0,0,0,0,0,0,0,0
"735","ENSMUSG00000099376.2",0,0,0,0,0,0,0,0
"736","ENSMUSG00000097883.2",0,0,0,1,0,0,0,1
"737","ENSMUSG00002076043.1",0,0,0,0,0,0,0,0
"738","ENSMUSG00000099698.2",0,0,0,0,0,0,0,0
"739","ENSMUSG00000099454.2",0,0,0,0,0,0,0,0
"740","ENSMUSG00000051616.15",0,0,0,0,0,0,0,0
"741","ENSMUSG00000099627.2",0,0,0,0,0,0,0,0
"742","ENSMUSG00000099577.2",0,0,0,0,0,0,0,0
"743","ENSMUSG00000099882.2",0,0,0,0,0,0,0,0
"744","ENSMUSG00000101760.2",0,0,0,0,0,0,0,0
"745","ENSMUSG00000099608.2",0,0,0,0,0,0,0,0
"746","ENSMUSG00000099864.2",0,0,0,0,0,0,0,0
"747","ENSMUSG00002075839.1",0,0,0,0,0,0,0,0
"748","ENSMUSG00000100451.2",0,0,0,0,0,0,0,0
"749","ENSMUSG00000099941.2",0,0,0,0,0,0,0,0
"750","ENSMUSG00002075589.1",0,0,0,0,0,0,0,0
"751","ENSMUSG00000100816.2",0,0,0,0,0,0,0,0
"752","ENSMUSG00000026109.15",7,2,5,2,2,3,2,0
"753","ENSMUSG00000100671.2",0,0,0,0,0,0,0,0
"754","ENSMUSG00002075527.1",0,0,0,0,0,0,0,0
"755","ENSMUSG00000101242.2",0,0,0,1,0,2,0,1
"756","ENSMUSG00000099924.2",2,2,0,0,0,0,0,0
"757","ENSMUSG00000099625.2",0,0,0,0,0,0,0,0
"758","ENSMUSG00000101799.2",0,3,2,2,1,1,0,1
"759","ENSMUSG00000045954.8",3912,5029,4801,5809,3221,3182,3025,2629
"760","ENSMUSG00000099741.2",0,1,2,0,5,3,0,0
"761","ENSMUSG00000101702.2",0,0,0,0,0,0,0,0
"762","ENSMUSG00000026107.12",503,688,1080,1120,1229,987,1869,1301
"763","ENSMUSG00000099413.2",0,0,0,0,1,0,1,3
"764","ENSMUSG00000103424.2",0,0,0,0,0,0,0,0
"765","ENSMUSG00000101741.2",1,2,0,2,1,0,2,0
"766","ENSMUSG00000018417.15",1103,1429,1389,1702,1051,1047,681,638
"767","ENSMUSG00000101724.2",1,3,2,1,0,0,0,0
"768","ENSMUSG00000100313.2",2,1,2,1,1,3,0,0
"769","ENSMUSG00000100696.2",0,0,1,0,0,0,0,0
"770","ENSMUSG00002075355.1",0,0,0,0,0,0,0,0
"771","ENSMUSG00000072324.5",5,0,0,0,0,0,5,3
"772","ENSMUSG00000062939.12",5,1,1,1,3,1,1,1
"773","ENSMUSG00000101628.2",0,0,0,0,0,0,2,0
"774","ENSMUSG00000078291.2",2,0,0,0,0,0,0,0
"775","ENSMUSG00000109599.2",5,6,2,3,4,2,2,4
"776","ENSMUSG00000026104.15",308,228,277,360,189,188,324,346
"777","ENSMUSG00000099569.2",0,0,1,0,0,0,0,1
"778","ENSMUSG00000026103.15",1543,1830,1509,1789,1045,1040,1679,1437
"779","ENSMUSG00000099648.2",0,0,0,0,0,0,0,0
"780","ENSMUSG00000065192.3",0,0,0,0,0,0,0,0
"781","ENSMUSG00000002881.15",814,1036,938,1091,634,554,676,641
"782","ENSMUSG00000097833.2",3,3,4,2,3,4,1,2
"783","ENSMUSG00000101501.2",6,2,4,2,6,3,3,1
"784","ENSMUSG00000100120.2",0,1,0,2,2,0,1,1
"785","ENSMUSG00000099878.2",0,1,1,0,1,0,0,0
"786","ENSMUSG00000100007.2",8,34,12,11,13,4,3,3
"787","ENSMUSG00000043015.16",135,172,152,191,83,92,31,47
"788","ENSMUSG00000103630.2",6,3,4,4,2,1,4,4
"789","ENSMUSG00000041439.16",390,353,343,496,323,318,515,510
"790","ENSMUSG00000100302.2",0,1,0,1,1,3,0,0
"791","ENSMUSG00000100230.2",0,0,0,0,0,0,0,0
"792","ENSMUSG00000026102.10",307,442,429,512,329,308,310,306
"793","ENSMUSG00000041426.13",813,1065,1326,1347,923,811,1868,1650
"794","ENSMUSG00000089802.2",0,1,0,0,0,1,0,0
"795","ENSMUSG00000043629.13",7,8,22,21,25,16,31,30
"796","ENSMUSG00000026100.7",2,0,0,2,3,1,57,8
"797","ENSMUSG00000089334.4",0,0,0,0,0,0,0,0
"798","ENSMUSG00000060715.10",0,1,3,1,0,0,0,1
"799","ENSMUSG00000026098.14",70,99,91,114,54,85,72,65
"800","ENSMUSG00000100763.2",1,1,1,0,0,0,0,0
"801","ENSMUSG00000026097.10",149,162,102,134,72,67,130,144
"802","ENSMUSG00000100679.2",0,2,0,1,0,0,0,0
"803","ENSMUSG00000026096.15",327,381,484,469,435,394,859,703
"804","ENSMUSG00000099913.2",4,3,6,4,7,4,4,3
"805","ENSMUSG00000101838.7",1,0,0,0,2,0,0,0
"806","ENSMUSG00000026095.16",158,217,174,199,140,144,221,254
"807","ENSMUSG00000117809.2",0,0,0,0,0,0,0,0
"808","ENSMUSG00000100267.2",0,0,0,0,0,0,0,0
"809","ENSMUSG00000099450.2",0,0,0,0,0,0,0,0
"810","ENSMUSG00000100069.2",0,0,0,0,0,0,0,0
"811","ENSMUSG00000096141.3",5,3,4,5,1,1,1,1
"812","ENSMUSG00002076105.1",0,0,0,0,0,0,0,0
"813","ENSMUSG00000026094.15",311,302,315,378,226,227,335,281
"814","ENSMUSG00000102405.2",0,0,0,0,0,0,0,0
"815","ENSMUSG00000042807.16",416,572,313,419,203,177,457,322
"816","ENSMUSG00000098443.3",0,0,1,0,0,1,0,0
"817","ENSMUSG00000087949.3",0,0,0,0,0,1,0,0
"818","ENSMUSG00000102868.2",1,1,1,0,0,3,0,0
"819","ENSMUSG00000119657.1",0,0,0,0,0,0,0,0
"820","ENSMUSG00000025983.12",12,21,9,12,4,4,4,5
"821","ENSMUSG00000041303.8",485,607,426,542,272,303,346,330
"822","ENSMUSG00000109809.2",0,0,0,0,0,0,0,0
"823","ENSMUSG00000073678.5",143,202,164,246,133,128,165,142
"824","ENSMUSG00000104136.2",0,0,5,0,0,3,0,0
"825","ENSMUSG00000101130.2",0,0,0,0,0,0,0,0
"826","ENSMUSG00000052331.15",285,335,245,297,193,178,173,145
"827","ENSMUSG00000101674.7",0,2,1,2,0,0,0,0
"828","ENSMUSG00000102503.2",3,4,2,3,0,1,2,2
"829","ENSMUSG00002075552.1",0,0,2,0,0,0,0,0
"830","ENSMUSG00000102642.2",5,4,0,3,3,4,1,0
